OriginInstruction,Instruction,Summary,Category,User story
"{""instruction"": ""Classify each of the following a muscle in the arm or leg: quadricep, bicep, tricep, forearm, calf"", ""context"": """", ""response"": ""Quadricep: Leg\nBicep: Arm\nTricep: Arm\nForearm: Arm\nCalf: Leg"", ""category"": ""classification""}","Definition: In this task, classify the listed muscles as being located in either the arm or the leg based on their anatomical position. Emphasis & Caution: - Things to avoid: -",Classify muscles as being in the arm or leg.,Commonsense Classification,"As a task worker, I want to classify muscles by location to ensure accurate anatomical categorization."
"{""instruction"": ""Classify each of the following as either transportation modes or brands of vehicles: Audi, Bus, Train, Airplane, Ship, Ford, Acura, Volkswagen."", ""context"": """", ""response"": ""The following are transportation modes: Bus, Train, Airplane, Ship. The following are brands of vehicles: Audit, Ford, Acura, Volkswagen."", ""category"": ""classification""}","Definition: In this task, classify the given terms as either modes of transportation or brands of vehicles. Emphasis & Caution: - Things to avoid: -",Classify the terms as transportation modes or vehicle brands.,Commonsense Classification,"As a task worker, I want to classify terms as transportation modes or vehicle brands to ensure accurate categorization in the task."
"{""instruction"": ""Which is an imperial or a metric measurement: inch, millimetres"", ""context"": """", ""response"": ""inch is imperial, millimetres is metric"", ""category"": ""classification""}","Definition: In this task, classify the listed measurements as either imperial or metric based on their system of origin. Emphasis & Caution: - Things to avoid: -",Classify measurements as imperial or metric.,Commonsense Classification,"As a task worker, I want to classify measurements by system to ensure accurate categorization."
"{""instruction"": ""Tell me which of these States' shapes have exactly four sides: Utah, Colorado, Florida, Washington, California."", ""context"": """", ""response"": ""Colorado has exactly four sides in its shape."", ""category"": ""classification""}","Definition: In this task, determine which of the given states have a shape with exactly four sides. Emphasis & Caution: - Things to avoid: -",Identify which states have shapes with exactly four sides.,Commonsense Classification,"As a task worker, I want to classify states by the number of sides in their shapes to ensure accurate geographical categorization."
"{""instruction"": ""What genre of music would best represent the Grateful Dead: Americana, Country, psychedelic rock, blue grass, all of the above"", ""context"": """", ""response"": ""Depending on when one begins listening to the Grateful Dead; their music pulls from many genres of music. All of the above would be considered the most accurate."", ""category"": ""classification""}","Definition: In this task, classify the musical genre of the Grateful Dead¡¯s music from the provided options. Emphasis & Caution: - Things to avoid: -",Identify the genre or genres that best represent the Grateful Dead's music.,Answerability Classification,"As a task worker, I want to classify the Grateful Dead¡¯s music genre from the provided options."
"{""instruction"": ""Classify each of the following as renewable or non-renewable forms of energy: Coal, solar, wind, natural gas, nuclear, hydroelectric, petroleum"", ""context"": """", ""response"": ""Coal: non-renewable, Solar: renewable, Wind: renewable, Natural Gas: non-renewable, Nuclear: non-renewable, Hydroelectric: renewable, Petroleum: non-renewable"", ""category"": ""classification""}","Definition: In this task, classify the listed energy sources as either renewable or non-renewable based on their sustainability. Emphasis & Caution: - Things to avoid: -",Classify energy sources as renewable or non-renewable.,Commonsense Classification,"As a task worker, I want to classify energy sources as renewable or non-renewable based on their sustainability."
"{""instruction"": ""I would like to build an investment portfolio with a balance of short term and longer term investments. For short term I would like a return on investment within two years. Please tell me which of these investments fall into the short-term bucket and which are longer-term:  10 year Treasury Bonds, Growth Stocks, Bitcoin, Index Funds, Precious Metals, High-yield Savings Accounts, 1-2 year Treasury Bonds, Real Estate."", ""context"": """", ""response"": ""Short term investment bucket: High-yield savings accounts, 1-2 year Treasury Bonds.\nLonger term investment bucket: Longer-term investment: Growth stocks, Index Funds, Real Estate, Precious Metals, Bitcoin, 10 year Treasury bonds.\n\nNote: This classification is for informational purposes only and is not financial advice. Please consult a financial advisor."", ""category"": ""classification""}","Definition: In this task, classify the listed investments as either short-term or long-term based on their expected return timeframe. Emphasis & Caution: - Things to avoid: -",Classify investments as short-term or long-term.,Commonsense Classification,"As a task worker, I want to classify investments as short-term or long-term based on their expected return timeframes."
"{""instruction"": ""If we wanted to play sports that involve a ball, which of these would we play: soccer, football, swimming, snowboard, skiing, baseball."", ""context"": """", ""response"": ""Soccer, football and baseball are sports that require a ball whereas swimming, snowboarding and skiing do not."", ""category"": ""classification""}","Definition: In this task, identify which of the listed activities involve a ball and which do not. Emphasis & Caution: - Things to avoid: -",Classify sports based on whether they require a ball.,Commonsense Classification,"As a task worker, I want to classify sports by whether they involve a ball."
"{""instruction"": ""Tell me which one does not fit with the group:  Dog, Horse, Goat, Cat, Fox"", ""context"": """", ""response"": ""All except Fox are domestic animals"", ""category"": ""classification""}","Definition: In this task, identify which of the listed animals is different from the others based on whether it is a domestic or wild animal. Emphasis & Caution: - Things to avoid: -",Identify the animal that does not belong based on domestication status.,Commonsense Classification,"As a task worker, I want to identify the animal that differs from the others based on its domestication status."
"{""instruction"": ""Which of the following numbers is a real number: -200, -1.5, -1, 0, 1, 1.5, 200, pi, e, sqrt(-1)?"", ""context"": """", ""response"": ""The real numbers among those are -200, -1.5, -1, 0, 1, 1.5, 200, pi, e"", ""category"": ""classification""}","Definition: In this task, classify the listed numbers as real or not based on their mathematical properties. Emphasis & Caution: - Things to avoid: -",Identify which numbers are real.,Commonsense Classification,"As a task worker, I want to classify numbers as real or not based on their mathematical properties."
"{""instruction"": ""Which is a species of fish? Seahorse or Arabian"", ""context"": """", ""response"": ""Seahorse"", ""category"": ""classification""}","Definition: In this task, identify which of the given options is a species of fish based on biological classification. Emphasis & Caution: - Things to avoid: -",Determine which option represents a species of fish.,Commonsense Classification,"As a task worker, I want to classify species as fish or not based on biological classification."
